Period,ReporterISO,ReporterDesc,PartnerISO,PartnerDesc,PrimaryValue
2008,TWN,"China, Taiwan",AUT,Austria,8954453.0
2008,TWN,"China, Taiwan",BHR,Bahrain,1783.0
2008,TWN,"China, Taiwan",BGD,Bangladesh,233936.0
2008,TWN,"China, Taiwan",ARM,Armenia,5763.0
2008,TWN,"China, Taiwan",BEL,Belgium,9195331.0
2008,TWN,"China, Taiwan",BTN,Bhutan,13055.0
2008,TWN,"China, Taiwan",BOL,Bolivia (Plurinational State of),115551.0
2008,TWN,"China, Taiwan",BIH,Bosnia Herzegovina,64160.0
2008,TWN,"China, Taiwan",BRA,Brazil,204514425.0
2008,TWN,"China, Taiwan",BLZ,Belize,85939.0
2008,TWN,"China, Taiwan",VGB,Br. Virgin Isds,928006.0
2008,TWN,"China, Taiwan",BRN,Brunei Darussalam,66452.0
2008,TWN,"China, Taiwan",BGR,Bulgaria,39133831.0
2008,TWN,"China, Taiwan",MMR,Myanmar,20792.0
2008,TWN,"China, Taiwan",BLR,Belarus,143603.0
2008,TWN,"China, Taiwan",KHM,Cambodia,404890.0
2008,TWN,"China, Taiwan",CMR,Cameroon,203018.0
2008,TWN,"China, Taiwan",CAN,Canada,18985769.0
2008,TWN,"China, Taiwan",CYM,Cayman Isds,1075207.0
2008,TWN,"China, Taiwan",LKA,Sri Lanka,662484.0
2008,TWN,"China, Taiwan",CHL,Chile,1718268.0
2008,TWN,"China, Taiwan",CHN,China,8791260458.0
2008,TWN,"China, Taiwan",COL,Colombia,121569.0
2008,TWN,"China, Taiwan",COD,Dem. Rep. of the Congo,58014.0
2008,TWN,"China, Taiwan",CRI,Costa Rica,93071.0
2008,TWN,"China, Taiwan",HRV,Croatia,17608.0
2008,TWN,"China, Taiwan",CUB,Cuba,65210.0
2008,TWN,"China, Taiwan",CYP,Cyprus,14997.0
2008,TWN,"China, Taiwan",CZE,Czechia,21761859.0
2008,TWN,"China, Taiwan",DNK,Denmark,6900072.0
2008,TWN,"China, Taiwan",DMA,Dominica,1592.0
2008,TWN,"China, Taiwan",DOM,Dominican Rep.,52378.0
2008,TWN,"China, Taiwan",ECU,Ecuador,13150.0
2008,TWN,"China, Taiwan",SLV,El Salvador,32.0
2008,TWN,"China, Taiwan",EST,Estonia,100427.0
2008,TWN,"China, Taiwan",FJI,Fiji,104534.0
2008,TWN,"China, Taiwan",FIN,Finland,8622957.0
2008,TWN,"China, Taiwan",FRA,France,204486691.0
2008,TWN,"China, Taiwan",GMB,Gambia,114277.0
2008,TWN,"China, Taiwan",DEU,Germany,260771708.0
2008,TWN,"China, Taiwan",GHA,Ghana,47157.0
2008,TWN,"China, Taiwan",GRC,Greece,512035.0
2008,TWN,"China, Taiwan",GUM,Guam,5349.0
2008,TWN,"China, Taiwan",GTM,Guatemala,509.0
2008,TWN,"China, Taiwan",GIN,Guinea,2675.0
2008,TWN,"China, Taiwan",GUY,Guyana,5126.0
2008,TWN,"China, Taiwan",HMD,Heard Island and McDonald Islands,41871.0
2008,TWN,"China, Taiwan",HND,Honduras,369419.0
2008,TWN,"China, Taiwan",HKG,"China, Hong Kong SAR",11557806022.0
2008,TWN,"China, Taiwan",HUN,Hungary,104892469.0
2008,TWN,"China, Taiwan",ISL,Iceland,6209.0
2008,TWN,"China, Taiwan",IDN,Indonesia,93238185.0
2008,TWN,"China, Taiwan",IRN,Iran,790007.0
2008,TWN,"China, Taiwan",IRQ,Iraq,8311.0
2008,TWN,"China, Taiwan",IRL,Ireland,39385215.0
2008,TWN,"China, Taiwan",ISR,Israel,19856048.0
2008,TWN,"China, Taiwan",ITA,Italy,42987706.0
2008,TWN,"China, Taiwan",JPN,Japan,4693373398.0
2008,TWN,"China, Taiwan",KAZ,Kazakhstan,9712.0
2008,TWN,"China, Taiwan",JOR,Jordan,3089.0
2008,TWN,"China, Taiwan",KEN,Kenya,577182.0
2008,TWN,"China, Taiwan",KOR,Rep. of Korea,3591101533.0
2008,TWN,"China, Taiwan",KWT,Kuwait,30344.0
2008,TWN,"China, Taiwan",LAO,Lao People's Dem. Rep.,157295.0
2008,TWN,"China, Taiwan",LBN,Lebanon,8884.0
2008,TWN,"China, Taiwan",LVA,Latvia,2258227.0
2008,TWN,"China, Taiwan",LTU,Lithuania,314430.0
2008,TWN,"China, Taiwan",LUX,Luxembourg,713270.0
2008,TWN,"China, Taiwan",MAC,"China, Macao SAR",48320915.0
2008,TWN,"China, Taiwan",MWI,Malawi,15602.0
2008,TWN,"China, Taiwan",MYS,Malaysia,1570891528.0
2008,TWN,"China, Taiwan",MLT,Malta,12195421.0
2008,TWN,"China, Taiwan",MUS,Mauritius,658281.0
2008,TWN,"China, Taiwan",MEX,Mexico,15905885.0
2008,TWN,"China, Taiwan",MNG,Mongolia,116602.0
2008,TWN,"China, Taiwan",MDA,Rep. of Moldova,118862.0
2008,TWN,"China, Taiwan",MAR,Morocco,906768.0
2008,TWN,"China, Taiwan",MOZ,Mozambique,53461.0
2008,TWN,"China, Taiwan",NAM,Namibia,1146.0
2008,TWN,"China, Taiwan",NRU,Nauru,127.0
2008,TWN,"China, Taiwan",NPL,Nepal,8979.0
2008,TWN,"China, Taiwan",NLD,Netherlands,308353370.0
2008,TWN,"China, Taiwan",NCL,New Caledonia,14201.0
2008,TWN,"China, Taiwan",NZL,New Zealand,463732.0
2008,TWN,"China, Taiwan",NIC,Nicaragua,541.0
2008,TWN,"China, Taiwan",NGA,Nigeria,380564.0
2008,TWN,"China, Taiwan",NOR,Norway,5556414.0
2008,TWN,"China, Taiwan",PLW,Palau,32.0
2008,TWN,"China, Taiwan",PAK,Pakistan,1137870.0
2008,TWN,"China, Taiwan",PAN,Panama,2132838.0
2008,TWN,"China, Taiwan",PRY,Paraguay,141279.0
2008,TWN,"China, Taiwan",PER,Peru,33783.0
2008,TWN,"China, Taiwan",PHL,Philippines,1421908635.0
2008,TWN,"China, Taiwan",PCN,Pitcairn,5540.0
2008,TWN,"China, Taiwan",POL,Poland,4862821.0
2008,TWN,"China, Taiwan",PRT,Portugal,280237799.0
2008,TWN,"China, Taiwan",ROU,Romania,1812358.0
2008,TWN,"China, Taiwan",RUS,Russian Federation,8468114.0
2008,TWN,"China, Taiwan",RWA,Rwanda,52569.0
2008,TWN,"China, Taiwan",STP,Sao Tome and Principe,350.0
2008,TWN,"China, Taiwan",SAU,Saudi Arabia,80399.0
2008,TWN,"China, Taiwan",SEN,Senegal,22575.0
2008,TWN,"China, Taiwan",SRB,Serbia,456059.0
2008,TWN,"China, Taiwan",SYC,Seychelles,4458.0
2008,TWN,"China, Taiwan",SLE,Sierra Leone,4904.0
2008,TWN,"China, Taiwan",IND,India,17366432.0
2008,TWN,"China, Taiwan",SGP,Singapore,4738148945.0
2008,TWN,"China, Taiwan",SVK,Slovakia,28178744.0
2008,TWN,"China, Taiwan",VNM,Viet Nam,15465078.0
2008,TWN,"China, Taiwan",SVN,Slovenia,322040.0
2008,TWN,"China, Taiwan",ZAF,South Africa,2427462.0
2008,TWN,"China, Taiwan",ESP,Spain,4843398.0
2008,TWN,"China, Taiwan",SDN,Sudan (...2011),4967.0
2008,TWN,"China, Taiwan",SWE,Sweden,5007857.0
2008,TWN,"China, Taiwan",CHE,Switzerland,13598177.0
2008,TWN,"China, Taiwan",SYR,Syria,49736.0
2008,TWN,"China, Taiwan",THA,Thailand,682031609.0
2008,TWN,"China, Taiwan",TGO,Togo,414.0
2008,TWN,"China, Taiwan",ARE,United Arab Emirates,2171747.0
2008,TWN,"China, Taiwan",TUN,Tunisia,265713.0
2008,TWN,"China, Taiwan",TUR,Türkiye,30030011.0
2008,TWN,"China, Taiwan",UGA,Uganda,166114.0
2008,TWN,"China, Taiwan",UKR,Ukraine,609596.0
2008,TWN,"China, Taiwan",EGY,Egypt,1428101.0
2008,TWN,"China, Taiwan",GBR,United Kingdom,30014950.0
2008,TWN,"China, Taiwan",TZA,United Rep. of Tanzania,123798.0
2008,TWN,"China, Taiwan",USA,USA,1588040104.0
2008,TWN,"China, Taiwan",URY,Uruguay,630738.0
2008,TWN,"China, Taiwan",UZB,Uzbekistan,4330.0
2008,TWN,"China, Taiwan",VEN,Venezuela,104279.0
2008,TWN,"China, Taiwan",WSM,Samoa,181621.0
2007,TWN,"China, Taiwan",AFG,Afghanistan,16960.0
2007,TWN,"China, Taiwan",ASM,American Samoa,38244.0
2007,TWN,"China, Taiwan",AZE,Azerbaijan,19274.0
2007,TWN,"China, Taiwan",ARG,Argentina,1779226.0
2007,TWN,"China, Taiwan",AUS,Australia,6846579.0
2007,TWN,"China, Taiwan",AUT,Austria,19687440.0
2007,TWN,"China, Taiwan",BHR,Bahrain,3989.0
2007,TWN,"China, Taiwan",BGD,Bangladesh,184582.0
2007,TWN,"China, Taiwan",BEL,Belgium,13991559.0
2007,TWN,"China, Taiwan",BMU,Bermuda,9165.0
2007,TWN,"China, Taiwan",BTN,Bhutan,6729.0
2007,TWN,"China, Taiwan",BOL,Bolivia (Plurinational State of),213.0
2007,TWN,"China, Taiwan",BRA,Brazil,187904402.0
2007,TWN,"China, Taiwan",BLZ,Belize,90738.0
2007,TWN,"China, Taiwan",VGB,Br. Virgin Isds,1097534.0
2007,TWN,"China, Taiwan",BRN,Brunei Darussalam,32124.0
2007,TWN,"China, Taiwan",BGR,Bulgaria,29674103.0
2007,TWN,"China, Taiwan",MMR,Myanmar,853.0
2007,TWN,"China, Taiwan",BLR,Belarus,196335.0
2007,TWN,"China, Taiwan",KHM,Cambodia,1070983.0
2007,TWN,"China, Taiwan",CMR,Cameroon,607701.0
2007,TWN,"China, Taiwan",CAN,Canada,39014334.0
2007,TWN,"China, Taiwan",CYM,Cayman Isds,11297.0
2007,TWN,"China, Taiwan",CAF,Central African Rep.,7978.0
2007,TWN,"China, Taiwan",LKA,Sri Lanka,816977.0
2007,TWN,"China, Taiwan",TCD,Chad,13580.0
2007,TWN,"China, Taiwan",CHL,Chile,1773472.0
2007,TWN,"China, Taiwan",CHN,China,8656068424.0
2007,TWN,"China, Taiwan",COL,Colombia,194660.0
2007,TWN,"China, Taiwan",CRI,Costa Rica,871816.0
2007,TWN,"China, Taiwan",HRV,Croatia,72560.0
2007,TWN,"China, Taiwan",CUB,Cuba,107637.0
2007,TWN,"China, Taiwan",CYP,Cyprus,11449.0
2007,TWN,"China, Taiwan",CZE,Czechia,31958418.0
2007,TWN,"China, Taiwan",BEN,Benin,31941.0
2007,TWN,"China, Taiwan",DNK,Denmark,11321425.0
2007,TWN,"China, Taiwan",DOM,Dominican Rep.,167135.0
2007,TWN,"China, Taiwan",ECU,Ecuador,75635.0
2007,TWN,"China, Taiwan",SLV,El Salvador,44577.0
2007,TWN,"China, Taiwan",EST,Estonia,394284.0
2007,TWN,"China, Taiwan",FJI,Fiji,43573.0
2007,TWN,"China, Taiwan",FIN,Finland,12665353.0
2007,TWN,"China, Taiwan",FRA,France,203552448.0
2007,TWN,"China, Taiwan",GEO,Georgia,3106.0
2007,TWN,"China, Taiwan",DEU,Germany,285357127.0
2007,TWN,"China, Taiwan",GHA,Ghana,30.0
2007,TWN,"China, Taiwan",GRC,Greece,491051.0
2007,TWN,"China, Taiwan",GUM,Guam,257111.0
2007,TWN,"China, Taiwan",GTM,Guatemala,1066.0
2007,TWN,"China, Taiwan",GIN,Guinea,7338.0
2007,TWN,"China, Taiwan",GUY,Guyana,16686.0
2007,TWN,"China, Taiwan",HND,Honduras,209002.0
2007,TWN,"China, Taiwan",HKG,"China, Hong Kong SAR",13275795576.0
2007,TWN,"China, Taiwan",HUN,Hungary,74461812.0
2007,TWN,"China, Taiwan",ISL,Iceland,71068.0
2007,TWN,"China, Taiwan",IDN,Indonesia,131309607.0
2007,TWN,"China, Taiwan",IRN,Iran,1400106.0
2007,TWN,"China, Taiwan",IRQ,Iraq,12515.0
2007,TWN,"China, Taiwan",IRL,Ireland,60325254.0
2007,TWN,"China, Taiwan",ISR,Israel,20375770.0
2007,TWN,"China, Taiwan",ITA,Italy,133850455.0
2007,TWN,"China, Taiwan",JPN,Japan,4236284813.0
2007,TWN,"China, Taiwan",KAZ,Kazakhstan,84679.0
2007,TWN,"China, Taiwan",JOR,Jordan,122.0
2007,TWN,"China, Taiwan",KEN,Kenya,70215.0
2007,TWN,"China, Taiwan",PRK,Dem. People's Rep. of Korea,13732.0
2007,TWN,"China, Taiwan",KOR,Rep. of Korea,3267371660.0
2007,TWN,"China, Taiwan",KWT,Kuwait,152.0
2007,TWN,"China, Taiwan",LAO,Lao People's Dem. Rep.,123927.0
2007,TWN,"China, Taiwan",LBN,Lebanon,82547.0
2007,TWN,"China, Taiwan",LSO,Lesotho,913.0
2007,TWN,"China, Taiwan",LVA,Latvia,1013678.0
2007,TWN,"China, Taiwan",LBY,Libya,1157.0
2007,TWN,"China, Taiwan",LTU,Lithuania,761986.0
2007,TWN,"China, Taiwan",LUX,Luxembourg,1135078.0
2007,TWN,"China, Taiwan",MAC,"China, Macao SAR",40086748.0
2007,TWN,"China, Taiwan",MWI,Malawi,23568.0
2007,TWN,"China, Taiwan",MYS,Malaysia,1692414674.0
2007,TWN,"China, Taiwan",MLT,Malta,25688208.0
2007,TWN,"China, Taiwan",MUS,Mauritius,365540.0
2007,TWN,"China, Taiwan",MEX,Mexico,21787477.0
2007,TWN,"China, Taiwan",MNG,Mongolia,12301.0
2007,TWN,"China, Taiwan",MDA,Rep. of Moldova,82425.0
2007,TWN,"China, Taiwan",MAR,Morocco,1231662.0
2007,TWN,"China, Taiwan",OMN,Oman,30.0
2007,TWN,"China, Taiwan",NPL,Nepal,25882.0
2007,TWN,"China, Taiwan",NLD,Netherlands,412348610.0
2007,TWN,"China, Taiwan",ANT,Netherlands Antilles (...2010),4720.0
2007,TWN,"China, Taiwan",NZL,New Zealand,647681.0
2007,TWN,"China, Taiwan",NIC,Nicaragua,1918.0
2007,TWN,"China, Taiwan",NGA,Nigeria,248616.0
2007,TWN,"China, Taiwan",NOR,Norway,6171160.0
2007,TWN,"China, Taiwan",PLW,Palau,853.0
2007,TWN,"China, Taiwan",PAK,Pakistan,1011942.0
2007,TWN,"China, Taiwan",PAN,Panama,13398.0
2007,TWN,"China, Taiwan",PNG,Papua New Guinea,30753.0
2007,TWN,"China, Taiwan",PRY,Paraguay,95853.0
2007,TWN,"China, Taiwan",PER,Peru,46648.0
2007,TWN,"China, Taiwan",PHL,Philippines,1720618943.0
2007,TWN,"China, Taiwan",POL,Poland,5484261.0
2007,TWN,"China, Taiwan",PRT,Portugal,204003794.0
2007,TWN,"China, Taiwan",ROU,Romania,1808701.0
2007,TWN,"China, Taiwan",RUS,Russian Federation,2466034.0
2007,TWN,"China, Taiwan",RWA,Rwanda,47500.0
2007,TWN,"China, Taiwan",SHN,Saint Helena,216766.0
2007,TWN,"China, Taiwan",LCA,Saint Lucia,13793.0
2007,TWN,"China, Taiwan",SAU,Saudi Arabia,60228.0
2007,TWN,"China, Taiwan",SRB,Serbia,10535.0
2007,TWN,"China, Taiwan",SLE,Sierra Leone,815363.0
2007,TWN,"China, Taiwan",IND,India,11708341.0
2007,TWN,"China, Taiwan",SGP,Singapore,4098221344.0
2007,TWN,"China, Taiwan",SVK,Slovakia,13587501.0
2007,TWN,"China, Taiwan",VNM,Viet Nam,3359804.0
2007,TWN,"China, Taiwan",SVN,Slovenia,234457.0
2007,TWN,"China, Taiwan",ZAF,South Africa,4472836.0
2007,TWN,"China, Taiwan",ESP,Spain,6028719.0
2007,TWN,"China, Taiwan",SDN,Sudan (...2011),853.0
2007,TWN,"China, Taiwan",SWZ,Eswatini,199654.0
2007,TWN,"China, Taiwan",SWE,Sweden,2866073.0
2007,TWN,"China, Taiwan",CHE,Switzerland,10179588.0
2007,TWN,"China, Taiwan",SYR,Syria,168809.0
2007,TWN,"China, Taiwan",THA,Thailand,1427701938.0
2007,TWN,"China, Taiwan",TTO,Trinidad and Tobago,1157.0
2007,TWN,"China, Taiwan",ARE,United Arab Emirates,3200982.0
2007,TWN,"China, Taiwan",TUN,Tunisia,32337.0
2007,TWN,"China, Taiwan",TUR,Türkiye,25743868.0
2007,TWN,"China, Taiwan",UGA,Uganda,181689.0
2007,TWN,"China, Taiwan",UKR,Ukraine,239542.0
2007,TWN,"China, Taiwan",EGY,Egypt,1369809.0
2007,TWN,"China, Taiwan",GBR,United Kingdom,34452008.0
2007,TWN,"China, Taiwan",TZA,United Rep. of Tanzania,8221.0
2007,TWN,"China, Taiwan",USA,USA,1533867614.0
2007,TWN,"China, Taiwan",BFA,Burkina Faso,244.0
2007,TWN,"China, Taiwan",URY,Uruguay,23598.0
2007,TWN,"China, Taiwan",VEN,Venezuela,112296.0
2007,TWN,"China, Taiwan",WSM,Samoa,789269.0
2007,TWN,"China, Taiwan",ZMB,Zambia,18239.0
2006,TWN,"China, Taiwan",AFG,Afghanistan,14570.0
2006,TWN,"China, Taiwan",ALB,Albania,3488.0
2006,TWN,"China, Taiwan",DZA,Algeria,163670.0
2006,TWN,"China, Taiwan",AGO,Angola,342.0
2006,TWN,"China, Taiwan",AZE,Azerbaijan,25878.0
2006,TWN,"China, Taiwan",ARG,Argentina,884794.0
2006,TWN,"China, Taiwan",AUS,Australia,11087350.0
2006,TWN,"China, Taiwan",AUT,Austria,18703978.0
2006,TWN,"China, Taiwan",BHR,Bahrain,124.0
2006,TWN,"China, Taiwan",BGD,Bangladesh,274303.0
2006,TWN,"China, Taiwan",ARM,Armenia,21896.0
2006,TWN,"China, Taiwan",BEL,Belgium,23983086.0
2006,TWN,"China, Taiwan",BTN,Bhutan,19260.0
2006,TWN,"China, Taiwan",BOL,Bolivia (Plurinational State of),49739.0
2006,TWN,"China, Taiwan",BRA,Brazil,167681110.0
2006,TWN,"China, Taiwan",BLZ,Belize,134949.0
2006,TWN,"China, Taiwan",VGB,Br. Virgin Isds,878818.0
2006,TWN,"China, Taiwan",BRN,Brunei Darussalam,150375.0
2006,TWN,"China, Taiwan",BGR,Bulgaria,28009269.0
2006,TWN,"China, Taiwan",MMR,Myanmar,160906.0
2006,TWN,"China, Taiwan",BLR,Belarus,35873.0
2006,TWN,"China, Taiwan",KHM,Cambodia,86421.0
2006,TWN,"China, Taiwan",CMR,Cameroon,29435.0
2006,TWN,"China, Taiwan",CAN,Canada,44387515.0
2006,TWN,"China, Taiwan",CYM,Cayman Isds,338317.0
2006,TWN,"China, Taiwan",LKA,Sri Lanka,910609.0
2006,TWN,"China, Taiwan",TCD,Chad,1783.0
2006,TWN,"China, Taiwan",CHL,Chile,565421.0
2006,TWN,"China, Taiwan",CHN,China,8112719728.0
2006,TWN,"China, Taiwan",CCK,Cocos Isds,4416.0
2006,TWN,"China, Taiwan",COL,Colombia,180507.0
2006,TWN,"China, Taiwan",COG,Congo,9077.0
2006,TWN,"China, Taiwan",COD,Dem. Rep. of the Congo,39338.0
2006,TWN,"China, Taiwan",CRI,Costa Rica,123561.0
2006,TWN,"China, Taiwan",HRV,Croatia,218325.0
2006,TWN,"China, Taiwan",CYP,Cyprus,35863.0
2006,TWN,"China, Taiwan",CZE,Czechia,12255573.0
2006,TWN,"China, Taiwan",BEN,Benin,47391.0
2006,TWN,"China, Taiwan",DNK,Denmark,11998170.0
2006,TWN,"China, Taiwan",DMA,Dominica,34395.0
2006,TWN,"China, Taiwan",DOM,Dominican Rep.,350254.0
2006,TWN,"China, Taiwan",ECU,Ecuador,1617.0
2006,TWN,"China, Taiwan",SLV,El Salvador,109306.0
2006,TWN,"China, Taiwan",EST,Estonia,2179381.0
2006,TWN,"China, Taiwan",FJI,Fiji,40819.0
2006,TWN,"China, Taiwan",FIN,Finland,9820245.0
2006,TWN,"China, Taiwan",FRA,France,200952554.0
2006,TWN,"China, Taiwan",PYF,French Polynesia,1255.0
2006,TWN,"China, Taiwan",GEO,Georgia,16900.0
2006,TWN,"China, Taiwan",DEU,Germany,262582474.0
2006,TWN,"China, Taiwan",GHA,Ghana,15270.0
2006,TWN,"China, Taiwan",GIB,Gibraltar,2972.0
2006,TWN,"China, Taiwan",GRC,Greece,840774.0
2006,TWN,"China, Taiwan",GUM,Guam,38420.0
2006,TWN,"China, Taiwan",GTM,Guatemala,28138.0
2006,TWN,"China, Taiwan",GUY,Guyana,1965.0
2006,TWN,"China, Taiwan",HTI,Haiti,2021.0
2006,TWN,"China, Taiwan",HND,Honduras,56700.0
2006,TWN,"China, Taiwan",HKG,"China, Hong Kong SAR",11790792501.0
2006,TWN,"China, Taiwan",HUN,Hungary,33037147.0
2006,TWN,"China, Taiwan",ISL,Iceland,12686.0
2006,TWN,"China, Taiwan",IDN,Indonesia,133304630.0
2006,TWN,"China, Taiwan",IRN,Iran,4581088.0
2006,TWN,"China, Taiwan",IRL,Ireland,83376841.0
2006,TWN,"China, Taiwan",ISR,Israel,23544531.0
2006,TWN,"China, Taiwan",ITA,Italy,167579251.0
2006,TWN,"China, Taiwan",CIV,Côte d'Ivoire,49645.0
2006,TWN,"China, Taiwan",JAM,Jamaica,61911.0
2006,TWN,"China, Taiwan",JPN,Japan,4815743213.0
2006,TWN,"China, Taiwan",KAZ,Kazakhstan,3061368.0
2006,TWN,"China, Taiwan",JOR,Jordan,61374.0
2006,TWN,"China, Taiwan",KEN,Kenya,47664.0
2006,TWN,"China, Taiwan",PRK,Dem. People's Rep. of Korea,14038.0
2006,TWN,"China, Taiwan",KOR,Rep. of Korea,2770462400.0
2006,TWN,"China, Taiwan",KGZ,Kyrgyzstan,62.0
2006,TWN,"China, Taiwan",LAO,Lao People's Dem. Rep.,15054.0
2006,TWN,"China, Taiwan",LBN,Lebanon,39355.0
2006,TWN,"China, Taiwan",LSO,Lesotho,1913.0
2006,TWN,"China, Taiwan",LVA,Latvia,663796.0
2006,TWN,"China, Taiwan",LBY,Libya,8802.0
2006,TWN,"China, Taiwan",LTU,Lithuania,310836.0
2006,TWN,"China, Taiwan",LUX,Luxembourg,325492.0
2006,TWN,"China, Taiwan",MAC,"China, Macao SAR",23659465.0
2006,TWN,"China, Taiwan",MDG,Madagascar,124.0
2006,TWN,"China, Taiwan",MWI,Malawi,5964.0
2006,TWN,"China, Taiwan",MYS,Malaysia,1718888438.0
2006,TWN,"China, Taiwan",MLT,Malta,30499523.0
2006,TWN,"China, Taiwan",MUS,Mauritius,662361.0
2006,TWN,"China, Taiwan",MEX,Mexico,28792425.0
2006,TWN,"China, Taiwan",MNG,Mongolia,769.0
2006,TWN,"China, Taiwan",MDA,Rep. of Moldova,30889.0
2006,TWN,"China, Taiwan",MAR,Morocco,1416112.0
2006,TWN,"China, Taiwan",MOZ,Mozambique,108858.0
2006,TWN,"China, Taiwan",NAM,Namibia,5603.0
2006,TWN,"China, Taiwan",NLD,Netherlands,487227194.0
2006,TWN,"China, Taiwan",ANT,Netherlands Antilles (...2010),4914.0
2006,TWN,"China, Taiwan",NCL,New Caledonia,5017.0
2006,TWN,"China, Taiwan",NZL,New Zealand,578159.0
2006,TWN,"China, Taiwan",NIC,Nicaragua,7044.0
2006,TWN,"China, Taiwan",NER,Niger,8976.0
2006,TWN,"China, Taiwan",NGA,Nigeria,198163.0
2006,TWN,"China, Taiwan",NOR,Norway,3475596.0
2006,TWN,"China, Taiwan",UMI,United States Minor Outlying Islands,50167.0
2006,TWN,"China, Taiwan",PLW,Palau,8644.0
2006,TWN,"China, Taiwan",PAK,Pakistan,1049991.0
2006,TWN,"China, Taiwan",PAN,Panama,32617.0
2006,TWN,"China, Taiwan",PRY,Paraguay,232320.0
2006,TWN,"China, Taiwan",PER,Peru,57761.0
2006,TWN,"China, Taiwan",PHL,Philippines,2127185104.0
2006,TWN,"China, Taiwan",POL,Poland,11192132.0
2006,TWN,"China, Taiwan",PRT,Portugal,44692524.0
2006,TWN,"China, Taiwan",ROU,Romania,821806.0
2006,TWN,"China, Taiwan",RUS,Russian Federation,1961477.0
2006,TWN,"China, Taiwan",AIA,Anguilla,3840.0
2006,TWN,"China, Taiwan",VCT,Saint Vincent and the Grenadines,6593.0
2006,TWN,"China, Taiwan",SAU,Saudi Arabia,345085.0
2006,TWN,"China, Taiwan",SEN,Senegal,74137.0
2006,TWN,"China, Taiwan",SRB,Serbia,13294.0
2006,TWN,"China, Taiwan",IND,India,7653377.0
2006,TWN,"China, Taiwan",SGP,Singapore,4015936224.0
2006,TWN,"China, Taiwan",SVK,Slovakia,13991446.0
2006,TWN,"China, Taiwan",VNM,Viet Nam,2815476.0
2006,TWN,"China, Taiwan",SVN,Slovenia,227628.0
2006,TWN,"China, Taiwan",ZAF,South Africa,9794457.0
2006,TWN,"China, Taiwan",ZWE,Zimbabwe,7546.0
2006,TWN,"China, Taiwan",ESP,Spain,8338349.0
2006,TWN,"China, Taiwan",SDN,Sudan (...2011),1476.0
2006,TWN,"China, Taiwan",SWZ,Eswatini,9223.0
2006,TWN,"China, Taiwan",SWE,Sweden,2948659.0
2006,TWN,"China, Taiwan",CHE,Switzerland,14212404.0
2006,TWN,"China, Taiwan",SYR,Syria,889512.0
2006,TWN,"China, Taiwan",THA,Thailand,1114878916.0
2006,TWN,"China, Taiwan",TTO,Trinidad and Tobago,46003.0
2006,TWN,"China, Taiwan",ARE,United Arab Emirates,4410217.0
2006,TWN,"China, Taiwan",TUN,Tunisia,292371.0
2006,TWN,"China, Taiwan",TUR,Türkiye,27217578.0
2006,TWN,"China, Taiwan",UGA,Uganda,111014.0
2006,TWN,"China, Taiwan",UKR,Ukraine,155980.0
2006,TWN,"China, Taiwan",MKD,North Macedonia,14224.0
2006,TWN,"China, Taiwan",EGY,Egypt,1133494.0
2006,TWN,"China, Taiwan",GBR,United Kingdom,45822006.0
2006,TWN,"China, Taiwan",TZA,United Rep. of Tanzania,7860.0
2006,TWN,"China, Taiwan",USA,USA,1826747385.0
2006,TWN,"China, Taiwan",URY,Uruguay,3769.0
2006,TWN,"China, Taiwan",UZB,Uzbekistan,16961.0
2006,TWN,"China, Taiwan",VEN,Venezuela,174187.0
2006,TWN,"China, Taiwan",WSM,Samoa,380354.0
2006,TWN,"China, Taiwan",ZMB,Zambia,26277.0
2005,TWN,"China, Taiwan",AFG,Afghanistan,77792.0
2005,TWN,"China, Taiwan",DZA,Algeria,79832.0
2005,TWN,"China, Taiwan",ASM,American Samoa,3790.0
2005,TWN,"China, Taiwan",ARG,Argentina,682772.0
2005,TWN,"China, Taiwan",AUS,Australia,7188831.0
2005,TWN,"China, Taiwan",AUT,Austria,10198511.0
2005,TWN,"China, Taiwan",BHR,Bahrain,96.0
2005,TWN,"China, Taiwan",BGD,Bangladesh,174238.0
2005,TWN,"China, Taiwan",BRB,Barbados,300.0
2005,TWN,"China, Taiwan",BEL,Belgium,23541304.0
2005,TWN,"China, Taiwan",BMU,Bermuda,1623.0
2005,TWN,"China, Taiwan",BOL,Bolivia (Plurinational State of),28752.0
2005,TWN,"China, Taiwan",BRA,Brazil,96035299.0
2005,TWN,"China, Taiwan",BLZ,Belize,128985.0
2005,TWN,"China, Taiwan",VGB,Br. Virgin Isds,1988895.0
2005,TWN,"China, Taiwan",BRN,Brunei Darussalam,39765.0
2005,TWN,"China, Taiwan",BGR,Bulgaria,26350305.0
2005,TWN,"China, Taiwan",MMR,Myanmar,13632.0
2005,TWN,"China, Taiwan",BLR,Belarus,30723.0
2005,TWN,"China, Taiwan",KHM,Cambodia,2245.0
2005,TWN,"China, Taiwan",CMR,Cameroon,271910.0
2005,TWN,"China, Taiwan",CAN,Canada,40584915.0
2005,TWN,"China, Taiwan",CPV,Cabo Verde,4773.0
2005,TWN,"China, Taiwan",CYM,Cayman Isds,445426.0
2005,TWN,"China, Taiwan",LKA,Sri Lanka,814800.0
2005,TWN,"China, Taiwan",TCD,Chad,2187.0
2005,TWN,"China, Taiwan",CHL,Chile,211532.0
